0,wrd_length,total_char,syl_count,syl_sum,sentiment
Our prize titbit: _Matcham's Masterstroke_.,"[3, 5, 6, 7, 2, 12]",35,[1 1 2 2 0 3],9,0.0
"Written by Mr Philip Beaufoy, Playgoers' Club, London.","[7, 2, 2, 6, 7, 9, 4, 6]",43,[2 1 0 2 3 2 1 2],13,0.0
Payment at the rate of one guinea a column has been made to the writer.,"[7, 2, 3, 4, 2, 3, 6, 1, 6, 3, 4, 4, 2, 3, 6]",56,[2 1 1 1 1 1 3 1 2 1 1 1 1 1 2],20,0.0
Three and a half.,"[5, 3, 1, 4]",13,[1 1 1 1],4,-0.166666666667
Three pounds three.,"[5, 6, 5]",16,[1 1 1],3,0.0
"Three pounds, thirteen and six.","[5, 6, 8, 3, 3]",25,[1 1 2 1 1],6,0.0
"Quietly he read, restraining himself, the first column and, yielding but resisting, began the second.","[7, 2, 4, 11, 7, 3, 5, 6, 3, 8, 3, 9, 5, 3, 6]",82,[3 1 2 3 2 1 1 2 1 3 1 3 2 1 2],28,0.0833333333333
"Midway, his last resistance yielding, he allowed his bowels to ease themselves quietly as he read, reading still patiently that slight constipation of yesterday quite gone.","[6, 3, 4, 10, 8, 2, 7, 3, 6, 2, 4, 10, 7, 2, 2, 4, 7, 5, 9, 4, 6, 12, 2, 9, 5, 4]",143,[2 1 1 3 3 1 2 1 2 1 2 2 3 1 1 2 3 1 4 1 1 4 1 3 1 1],48,-0.0555555555556
Hope it's not too big bring on piles again.,"[4, 2, 2, 3, 3, 3, 5, 2, 5, 5]",34,[1 1 0 1 1 1 1 1 1 2],10,0.0
"No, just right.","[2, 4, 5]",11,[1 1 1],3,0.285714285714
So.,[2],2,[1],1,0.0
Ah!,[2],2,[1],1,0.0
Costive.,[7],7,[2],2,0.0
One tabloid of cascara sagrada.,"[3, 7, 2, 7, 7]",26,[1 2 1 3 3],10,0.0
Life might be so.,"[4, 5, 2, 2]",13,[1 1 1 1],4,0.0
It did not move or touch him but it was something quick and neat.,"[2, 3, 3, 4, 2, 5, 3, 3, 2, 3, 9, 5, 3, 4]",51,[1 1 1 1 1 1 1 1 1 1 3 1 1 2],17,0.333333333333
Print anything now.,"[5, 8, 3]",16,[1 3 1],5,0.0
Silly season.,"[5, 6]",11,[2 3],5,-0.5
"He read on, seated calm above his own rising smell.","[2, 4, 2, 6, 4, 5, 3, 3, 6, 5]",40,[1 2 1 2 1 2 1 1 2 1],14,0.3
Neat certainly.,"[4, 9]",13,[2 3],5,0.214285714286
_Matcham often thinks of the masterstroke by which he won the laughing witch who now_.,"[7, 5, 6, 2, 3, 12, 2, 5, 2, 3, 3, 8, 5, 3, 3]",69,[2 2 1 1 1 3 1 1 1 1 1 2 1 1 1],20,0.0
Begins and ends morally.,"[6, 3, 4, 7]",20,[2 1 1 3],7,0.0
_Hand in hand_.,"[4, 2, 4]",10,[1 1 1],3,0.0
Smart.,[5],5,[1],1,0.214285714286
"He glanced back through what he had read and, while feeling his water flow quietly, he envied kindly Mr Beaufoy who had written it and received payment of three pounds, thirteen and six.","[2, 7, 4, 7, 4, 2, 3, 4, 3, 5, 7, 3, 5, 4, 7, 2, 6, 6, 2, 7, 3, 3, 7, 2, 3, 8, 7, 2, 5, 6, 8, 3, 3]",150,[1 1 1 1 1 1 1 2 1 1 2 1 2 1 3 1 2 2 0 3 1 1 2 1 1 2 2 1 1 1 2 1 1],45,0.2
Might manage a sketch.,"[5, 6, 1, 6]",18,[1 2 1 1],5,0.0
By Mr and Mrs L. M. Bloom.,"[2, 2, 3, 3, 1, 1, 5]",17,[1 0 1 0 0 0 1],3,0.0
Invent a story for some proverb.,"[6, 1, 5, 3, 4, 7]",26,[2 1 2 1 1 2],9,0.0
Which?,[5],5,[1],1,0.0
Time I used to try jotting down on my cuff what she said dressing.,"[4, 1, 4, 2, 3, 7, 4, 2, 2, 4, 4, 3, 4, 8]",52,[1 1 1 1 1 2 1 1 1 1 1 0 1 2],15,-0.155555555556
Dislike dressing together.,"[7, 8, 8]",23,[2 2 3],7,0.0
Nicked myself shaving.,"[6, 6, 7]",19,[1 2 2],5,0.0
"Biting her nether lip, hooking the placket of her skirt.","[6, 3, 6, 3, 7, 3, 7, 2, 3, 5]",45,[2 1 2 1 2 1 2 1 1 1],14,0.0
Timing her.,"[6, 3]",9,[2 1],3,0.0
9.l5.,[4],4,[0],0,0.0
Did Roberts pay you yet?,"[3, 7, 3, 3, 3]",19,[1 2 1 1 1],6,0.0
9.20.,[4],4,[0],0,0.0
What had Gretta Conroy on?,"[4, 3, 6, 6, 2]",21,[1 1 2 2 1],7,0.0
9.23.,[4],4,[0],0,0.0
What possessed me to buy this comb?,"[4, 9, 2, 2, 3, 4, 4]",28,[1 2 1 1 1 1 1],8,0.0
9.24.,[4],4,[0],0,0.0
I'm swelled after that cabbage.,"[1, 2, 7, 5, 4, 7]",26,[1 0 1 2 1 2],7,0.0
A speck of dust on the patent leather of her boot.,"[1, 5, 2, 4, 2, 3, 6, 7, 2, 3, 4]",39,[1 1 1 1 1 1 2 3 1 1 1],14,0.0
Rubbing smartly in turn each welt against her stockinged calf.,"[7, 7, 2, 4, 4, 4, 7, 3, 10, 4]",52,[2 2 1 1 2 1 2 1 2 1],15,0.214285714286
Morning after the bazaar dance when May's band played Ponchielli's dance of the hours.,"[7, 5, 3, 6, 5, 4, 3, 2, 4, 6, 10, 2, 5, 2, 3, 5]",72,[2 2 1 2 1 1 1 0 1 0 4 0 1 1 1 1],19,0.0
"Explain that: morning hours, noon, then evening coming on, then night hours.","[7, 4, 7, 5, 4, 4, 7, 6, 2, 4, 5, 5]",60,[2 1 2 1 1 1 3 2 1 1 1 1],17,0.0
Washing her teeth.,"[7, 3, 5]",15,[2 1 1],4,0.0
That was the first night.,"[4, 3, 3, 5, 5]",20,[1 1 1 1 1],5,0.25
Her head dancing.,"[3, 4, 7]",14,[1 2 2],5,0.0
Her fansticks clicking.,"[3, 9, 8]",20,[1 2 2],5,0.0
Is that Boylan well off?,"[2, 4, 6, 4, 3]",19,[1 1 2 1 1],6,0.0
He has money.,"[2, 3, 5]",10,[1 1 2],4,0.0
Why?,[3],3,[1],1,0.0
I noticed he had a good rich smell off his breath dancing.,"[1, 7, 2, 3, 1, 4, 4, 5, 3, 3, 6, 7]",46,[1 2 1 1 1 1 1 1 1 1 2 2],15,0.5375
No use humming then.,"[2, 3, 7, 4]",16,[1 1 2 1],5,0.0
Allude to it.,"[6, 2, 2]",10,[2 1 1],4,0.0
Strange kind of music that last night.,"[7, 4, 2, 5, 4, 4, 5]",31,[1 1 1 2 1 1 1],8,0.183333333333
The mirror was in shadow.,"[3, 6, 3, 2, 6]",20,[1 2 1 1 2],7,0.0
She rubbed her handglass briskly on her woollen vest against her full wagging bub.,"[3, 6, 3, 9, 7, 2, 3, 7, 4, 7, 3, 4, 7, 3]",68,[0 1 1 2 2 1 1 2 1 2 1 1 2 1],18,0.35
Peering into it.,"[7, 4, 2]",13,[2 2 1],5,0.0
Lines in her eyes.,"[5, 2, 3, 4]",14,[1 1 1 0],3,0.0
It wouldn't pan out somehow.,"[2, 5, 3, 3, 3, 7]",23,[1 1 0 1 1 3],7,0.0
"Evening hours, girls in grey gauze.","[7, 5, 5, 2, 4, 5]",28,[3 1 1 1 1 1],8,-0.05
Night hours then: black with daggers and eyemasks.,"[5, 5, 4, 5, 4, 7, 3, 8]",41,[1 1 1 1 1 2 1 2],10,-0.166666666667
"Poetical idea: pink, then golden, then grey, then black.","[8, 4, 4, 4, 6, 4, 4, 4, 5]",43,[3 3 1 1 2 1 1 1 1],14,-0.00416666666667
"Still, true to life also.","[5, 4, 2, 4, 4]",19,[1 0 1 1 2],5,0.35
Day: then the night.,"[3, 4, 3, 5]",15,[1 1 1 1],4,0.0
He tore away half the prize story sharply and wiped himself with it.,"[2, 4, 4, 4, 3, 5, 5, 7, 3, 5, 7, 4, 2]",55,[1 1 2 1 1 1 2 2 1 1 2 1 1],17,-0.145833333333
"Then he girded up his trousers, braced and buttoned himself.","[4, 2, 6, 2, 3, 8, 6, 3, 8, 7]",49,[1 1 1 1 1 2 1 1 2 2],13,0.0
He pulled back the jerky shaky door of the jakes and came forth from the gloom into the air.,"[2, 6, 4, 3, 5, 5, 4, 2, 3, 5, 3, 4, 5, 4, 3, 5, 4, 3, 3]",73,[1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1],22,-0.155555555556
"In the bright light, lightened and cooled in limb, he eyed carefully his black trousers: the ends, the knees, the houghs of the knees.","[2, 3, 6, 5, 9, 3, 6, 2, 4, 2, 4, 9, 3, 5, 8, 3, 4, 3, 5, 3, 6, 2, 3, 5]",105,[1 1 1 1 2 1 1 1 1 1 0 4 1 1 2 1 1 1 0 1 1 1 1 0],26,0.208333333333
What time is the funeral?,"[4, 4, 2, 3, 7]",20,[1 1 1 1 3],7,0.0
Better find out in the paper.,"[6, 4, 3, 2, 3, 5]",23,[2 1 1 1 1 2],8,0.5
A creak and a dark whirr in the air high up.,"[1, 5, 3, 1, 4, 5, 2, 3, 3, 4, 2]",33,[1 2 1 1 1 1 1 1 1 1 1],12,0.005
The bells of George's church.,"[3, 5, 2, 6, 2, 6]",24,[1 1 1 1 0 1],5,0.0
They tolled the hour: loud dark iron.,"[4, 6, 3, 4, 4, 4, 4]",29,[1 1 1 1 1 1 2],8,-0.025
_Heigho!,[6],6,[2],2,0.0
Heigho!,[6],6,[2],2,0.0
Heigho!,[6],6,[2],2,0.0
Heigho!,[6],6,[2],2,0.0
Heigho!,[6],6,[2],2,0.0
Heigho!_   Quarter to.,"[6, 7, 2]",15,[2 2 1],5,0.0
"There again: the overtone following through the air, third.","[5, 5, 3, 8, 9, 7, 3, 3, 5]",48,[1 2 1 3 3 1 1 1 1],14,0.0
Poor Dignam!,"[4, 6]",10,[1 2],3,-0.5
"By lorries along sir John Rogerson's quay Mr Bloom walked soberly, past Windmill lane, Leask's the linseed crusher, the postal telegraph office.","[2, 7, 5, 3, 4, 8, 2, 4, 2, 5, 6, 7, 4, 8, 4, 5, 2, 3, 7, 7, 3, 6, 9, 6]",119,[1 2 2 1 1 3 0 1 0 1 1 3 1 2 1 2 0 1 1 2 1 2 3 2],34,-0.25
Could have given that address too.,"[5, 4, 5, 4, 7, 3]",28,[1 1 2 1 2 1],8,0.0
And past the sailors' home.,"[3, 4, 3, 7, 4]",21,[1 1 1 2 1],6,-0.25
He turned from the morning noises of the quayside and walked through Lime street.,"[2, 6, 4, 3, 7, 6, 2, 3, 8, 3, 6, 7, 4, 6]",67,[1 1 1 1 2 1 1 1 2 1 1 1 1 1],16,0.0
"By Brady's cottages a boy for the skins lolled, his bucket of offal linked, smoking a chewed fagbutt.","[2, 5, 2, 8, 1, 3, 3, 3, 5, 6, 3, 6, 2, 5, 6, 7, 1, 6, 7]",81,[1 2 0 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 2],24,0.0
"A smaller girl with scars of eczema on her forehead eyed him, listlessly holding her battered caskhoop.","[1, 7, 4, 4, 5, 2, 6, 2, 3, 8, 4, 3, 10, 7, 3, 8, 8]",85,[1 2 1 1 1 1 3 1 1 4 0 1 3 2 1 2 2],27,0.0
Tell him if he smokes he won't grow.,"[4, 3, 2, 2, 6, 2, 2, 3, 4]",28,[1 1 1 1 1 1 1 0 1],8,0.0
O let him!,"[1, 3, 3]",7,[1 1 1],3,0.0
His life isn't such a bed of roses.,"[3, 4, 2, 3, 4, 1, 3, 2, 5]",27,[1 1 1 0 1 1 0 1 1],7,0.0
Waiting outside pubs to bring da home.,"[7, 7, 4, 2, 5, 2, 4]",31,[2 2 1 1 1 1 1],9,0.0
"Come home to ma, da.","[4, 4, 2, 2, 2]",14,[1 1 1 1 1],5,0.0
Slack hour: won't be many there.,"[5, 4, 2, 3, 2, 4, 5]",25,[1 1 1 0 1 2 1],7,0.5
"He crossed Townsend street, passed the frowning face of Bethel.","[2, 7, 8, 6, 6, 3, 8, 4, 2, 6]",52,[1 1 2 1 1 1 2 1 1 2],13,0.0
"El, yes: house of: Aleph, Beth.","[2, 3, 5, 2, 5, 4]",21,[1 0 1 1 2 1],6,0.0
And past Nichols' the undertaker.,"[3, 4, 7, 3, 10]",27,[1 1 2 1 4],9,-0.25
At eleven it is.,"[2, 6, 2, 2]",12,[1 3 1 1],6,0.0
Time enough.,"[4, 6]",10,[1 2],3,0.0
Daresay Corny Kelleher bagged the job for O'Neill's.,"[7, 5, 8, 6, 3, 3, 3, 7, 2]",44,[3 2 3 1 1 1 1 2 0],14,0.0
Singing with his eyes shut.,"[7, 4, 3, 4, 4]",22,[2 1 1 0 1],5,0.0
Corny.,[5],5,[2],2,0.0
Met her once in the park.,"[3, 3, 4, 2, 3, 4]",19,[1 1 1 1 1 1],6,0.0
In the dark.,"[2, 3, 4]",9,[1 1 1],3,-0.15
What a lark.,"[4, 1, 4]",9,[1 1 1],3,0.0
Police tout.,"[6, 4]",10,[2 1],3,0.0
Her name and address she then told with my tooraloom tooraloom tay.,"[3, 4, 3, 7, 3, 4, 4, 4, 2, 9, 9, 3]",55,[1 1 1 2 0 1 1 1 1 3 3 1],16,0.0
"O, surely he bagged it.","[1, 6, 2, 6, 2]",17,[1 3 1 1 1],7,0.5
Bury him cheap in a whatyoumaycall.,"[4, 3, 5, 2, 1, 14]",29,[2 1 2 1 1 4],11,0.4
"With my tooraloom, tooraloom, tooraloom, tooraloom.","[4, 2, 9, 9, 9, 9]",42,[1 1 3 3 3 3],14,0.0
"In Westland row he halted before the window of the Belfast and Oriental Tea Company and read the legends of leadpapered packets: choice blend, finest quality, family tea.","[2, 8, 3, 2, 6, 6, 3, 6, 2, 3, 7, 3, 8, 3, 7, 3, 4, 3, 7, 2, 11, 7, 6, 5, 6, 7, 6, 3]",139,[1 2 1 1 1 2 1 2 1 1 2 1 4 2 3 1 2 1 2 1 4 2 1 1 2 3 3 2],50,0.0
Rather warm.,"[6, 4]",10,[2 1],3,0.6
Tea.,[3],3,[2],2,0.0
Must get some from Tom Kernan.,"[4, 3, 4, 4, 3, 6]",24,[1 1 1 1 1 2],7,0.0
"Couldn't ask him at a funeral, though.","[5, 3, 3, 3, 2, 1, 7, 6]",30,[1 0 1 1 1 1 3 1],9,0.0
While his eyes still read blandly he took off his hat quietly inhaling his hairoil and sent his right hand with slow grace over his brow and hair.,"[5, 3, 4, 5, 4, 7, 2, 4, 3, 3, 3, 7, 8, 3, 7, 3, 4, 3, 5, 4, 4, 4, 5, 4, 3, 4, 3, 4]",118,[1 1 0 1 2 2 1 1 1 1 1 3 3 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1],35,-0.0452380952381
Very warm morning.,"[4, 4, 7]",15,[2 1 2],5,0.78
Under their dropped lids his eyes found the tiny bow of the leather headband inside his high grade ha.,"[5, 5, 7, 4, 3, 4, 5, 3, 4, 3, 2, 3, 7, 8, 6, 3, 4, 5, 2]",83,[2 1 1 1 1 0 1 1 2 1 1 1 3 3 2 1 1 1 1],25,0.08
Just there.,"[4, 5]",9,[1 1],2,0.0
His right hand came down into the bowl of his hat.,"[3, 5, 4, 4, 4, 4, 3, 4, 2, 3, 3]",39,[1 1 1 1 1 2 1 1 1 1 1],12,0.0650793650794
His fingers found quickly a card behind the headband and transferred it to his waistcoat pocket.,"[3, 7, 5, 7, 1, 4, 6, 3, 8, 3, 11, 2, 2, 3, 9, 6]",80,[1 2 1 2 1 1 2 1 3 1 2 1 1 1 2 2],24,-0.0333333333333
So warm.,"[2, 4]",6,[1 1],2,0.6
His right hand once more more slowly went over his brow and hair.,"[3, 5, 4, 4, 4, 4, 6, 4, 4, 3, 4, 3, 4]",52,[1 1 1 1 1 1 2 1 2 1 1 1 1],15,0.246428571429
"Then he put on his hat again, relieved: and read again: choice blend, made of the finest Ceylon brands.","[4, 2, 3, 2, 3, 3, 5, 8, 3, 4, 5, 6, 5, 4, 2, 3, 6, 6, 6]",80,[1 1 1 1 1 1 2 3 1 2 2 1 1 1 1 1 2 2 1],26,0.0
The far east.,"[3, 3, 4]",10,[1 1 2],4,0.1
"Lovely spot it must be: the garden of the world, big lazy leaves to float about on, cactuses, flowery meads, snaky lianas they call them.","[6, 4, 2, 4, 2, 3, 6, 2, 3, 5, 3, 4, 6, 2, 5, 5, 2, 8, 7, 5, 5, 6, 4, 4, 4]",107,[3 1 1 1 1 1 2 1 1 1 1 2 2 1 1 2 1 2 3 2 2 3 1 1 1],38,0.0833333333333
Wonder is it like that.,"[6, 2, 2, 4, 4]",18,[2 1 1 1 1],6,0.0
"Those Cinghalese lobbing about in the sun in _dolce far niente_, not doing a hand's turn all day.","[5, 10, 7, 5, 2, 3, 3, 2, 5, 3, 6, 3, 5, 1, 4, 2, 4, 3, 3]",76,[1 3 2 2 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1],23,0.1
Sleep six months out of twelve.,"[5, 3, 6, 3, 2, 6]",25,[1 1 1 1 1 1],6,0.0
Too hot to quarrel.,"[3, 3, 2, 7]",15,[1 1 1 2],5,0.25
Influence of the climate.,"[9, 2, 3, 7]",21,[2 1 1 2],6,0.0
Lethargy.,[8],8,[3],3,0.0
Flowers of idleness.,"[7, 2, 8]",17,[2 1 3],6,0.0
The air feeds most.,"[3, 3, 5, 4]",15,[1 1 1 1],4,0.5
Azotes.,[6],6,[2],2,0.0
Hothouse in Botanic gardens.,"[8, 2, 7, 7]",24,[2 1 3 2],8,0.0
Sensitive plants.,"[9, 6]",15,[3 1],4,0.1
Waterlilies.,[11],11,[4],4,0.0
Petals too tired to.,"[6, 3, 5, 2]",16,[2 1 1 1],5,-0.4
Sleeping sickness in the air.,"[8, 8, 2, 3, 3]",24,[2 2 1 1 1],7,0.0
Walk on roseleaves.,"[4, 2, 10]",16,[1 1 4],6,0.0
Imagine trying to eat tripe and cowheel.,"[7, 6, 2, 3, 5, 3, 7]",33,[3 1 1 2 1 1 2],11,0.0
Where was the chap I saw in that picture somewhere?,"[5, 3, 3, 4, 1, 3, 2, 4, 7, 9]",41,[1 1 1 1 1 1 1 1 2 3],13,0.0
"Ah yes, in the dead sea floating on his back, reading a book with a parasol open.","[2, 3, 2, 3, 4, 3, 8, 2, 3, 4, 7, 1, 4, 4, 1, 7, 4]",62,[1 0 1 1 2 2 2 1 1 1 3 1 1 1 1 3 2],24,-0.0666666666667
Couldn't sink if you tried: so thick with salt.,"[5, 3, 4, 2, 3, 5, 2, 5, 4, 4]",37,[1 0 1 1 1 1 1 1 1 1],9,-0.3
"Because the weight of the water, no, the weight of the body in the water is equal to the weight of the what?","[7, 3, 6, 2, 3, 5, 2, 3, 6, 2, 3, 4, 2, 3, 5, 2, 5, 2, 3, 6, 2, 3, 4]",83,[2 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1],28,0.0
Or is it the volume is equal to the weight?,"[2, 2, 2, 3, 6, 2, 5, 2, 3, 6]",33,[1 1 1 1 2 1 2 1 1 1],12,0.0
It's a law something like that.,"[2, 2, 1, 3, 9, 4, 4]",25,[1 0 1 1 3 1 1],8,0.0
"Vance in High school cracking his fingerjoints, teaching.","[5, 2, 4, 6, 8, 3, 12, 8]",48,[1 1 1 1 2 1 3 3],13,0.16
The college curriculum.,"[3, 7, 10]",20,[1 2 4],7,0.0
Cracking curriculum.,"[8, 10]",18,[2 4],6,0.0
What is weight really when you say the weight?,"[4, 2, 6, 6, 4, 3, 3, 3, 6]",37,[1 1 1 3 1 1 1 1 1],11,0.2
Thirtytwo feet per second per second.,"[9, 4, 3, 6, 3, 6]",31,[3 1 1 2 1 2],10,0.0
Law of falling bodies: per second per second.,"[3, 2, 7, 6, 3, 6, 3, 6]",36,[1 1 2 2 1 2 1 2],12,0.0
They all fall to the ground.,"[4, 3, 4, 2, 3, 6]",22,[1 1 1 1 1 1],6,0.0
The earth.,"[3, 5]",8,[1 2],3,0.0
It's the force of gravity of the earth is the weight.,"[2, 2, 3, 5, 2, 7, 2, 3, 5, 2, 3, 6]",42,[1 0 1 1 1 3 1 1 2 1 1 1],14,0.0
He turned away and sauntered across the road.,"[2, 6, 4, 3, 9, 6, 3, 4]",37,[1 1 2 1 2 2 1 1],11,0.0
How did she walk with her sausages?,"[3, 3, 3, 4, 4, 3, 8]",28,[1 1 0 1 1 1 2],7,0.0
Like that something.,"[4, 4, 9]",17,[1 1 3],5,0.0
"As he walked he took the folded _Freeman_ from his sidepocket, unfolded it, rolled it lengthwise in a baton and tapped it at each sauntering step against his trouserleg.","[2, 2, 6, 2, 4, 3, 6, 7, 4, 3, 10, 8, 2, 6, 2, 10, 2, 1, 5, 3, 6, 2, 2, 4, 10, 4, 7, 3, 10]",136,[1 1 1 1 1 1 1 2 1 1 4 2 1 1 1 2 1 1 2 1 1 1 1 2 3 1 2 1 3],42,0.0
Careless air: just drop in to see.,"[8, 3, 4, 4, 2, 2, 3]",26,[3 1 1 1 1 1 1],9,-0.5
Per second per second.,"[3, 6, 3, 6]",18,[1 2 1 2],6,0.0
Per second for every second it means.,"[3, 6, 3, 5, 6, 2, 5]",30,[1 2 1 3 2 1 2],12,0.0
From the curbstone he darted a keen glance through the door of the postoffice.,"[4, 3, 9, 2, 6, 1, 4, 6, 7, 3, 4, 2, 3, 10]",64,[1 1 2 1 1 1 1 1 1 1 1 1 1 3],17,0.0
Too late box.,"[3, 4, 3]",10,[1 1 1],3,-0.3
Post here.,"[4, 4]",8,[1 1],2,0.0
No-one.,[6],6,[2],2,0.0
In.,[2],2,[1],1,0.0
He handed the card through the brass grill.,"[2, 6, 3, 4, 7, 3, 5, 5]",35,[1 1 1 1 1 1 1 1],8,0.0
--Are there any letters for me?,"[3, 5, 3, 7, 3, 2]",23,[1 1 2 2 1 1],8,0.0
he asked.,"[2, 5]",7,[1 1],2,0.0
"While the postmistress searched a pigeonhole he gazed at the recruiting poster with soldiers of all arms on parade: and held the tip of his baton against his nostrils, smelling freshprinted rag paper.","[5, 3, 12, 8, 1, 10, 2, 5, 2, 3, 10, 6, 4, 8, 2, 3, 4, 2, 6, 3, 4, 3, 3, 2, 3, 5, 7, 3, 8, 8, 12, 3, 5]",165,[1 1 3 2 1 3 1 1 1 1 3 2 1 3 1 1 1 1 2 1 1 1 1 1 1 2 2 1 2 2 2 1 2],50,-0.25
No answer probably.,"[2, 6, 8]",16,[1 2 3],6,0.0
Went too far last time.,"[4, 3, 3, 4, 4]",18,[1 1 1 1 1],5,0.05
The postmistress handed him back through the grill his card with a letter.,"[3, 12, 6, 3, 4, 7, 3, 5, 3, 4, 4, 1, 6]",61,[1 3 1 1 1 1 1 1 1 1 1 1 2],16,0.0
He thanked her and glanced rapidly at the typed envelope.,"[2, 7, 3, 3, 7, 7, 2, 3, 5, 8]",47,[1 1 1 1 1 3 1 1 1 3],14,0.0
"Henry Flower Esq, c/o P. O. Westland Row, City.","[5, 6, 3, 3, 1, 1, 8, 3, 4]",34,[2 2 1 1 0 1 2 1 2],12,0.0
Answered anyhow.,"[8, 6]",14,[2 3],5,0.0
"He slipped card and letter into his sidepocket, reviewing again the soldiers on parade.","[2, 7, 4, 3, 6, 4, 3, 10, 9, 5, 3, 8, 2, 6]",72,[1 1 1 1 2 2 1 4 4 2 1 3 1 2],26,-0.25
Where's old Tweedy's regiment?,"[5, 2, 3, 6, 2, 8]",26,[1 0 1 2 0 3],7,0.1
Castoff soldier.,"[7, 7]",14,[2 3],5,0.0
There: bearskin cap and hackle plume.,"[5, 8, 3, 3, 6, 5]",30,[1 3 1 1 1 1],8,0.0
"No, he's a grenadier.","[2, 2, 2, 1, 9]",16,[1 1 0 1 4],7,0.0
Pointed cuffs.,"[7, 5]",12,[1 1],2,0.0
There he is: royal Dublin fusiliers.,"[5, 2, 2, 5, 6, 9]",29,[1 1 1 2 2 4],11,0.0
Redcoats.,[8],8,[2],2,0.0
Too showy.,"[3, 5]",8,[1 2],3,0.0
That must be why the women go after them.,"[4, 4, 2, 3, 3, 5, 2, 5, 4]",32,[1 1 1 1 1 2 1 2 1],11,0.0
Uniform.,[7],7,[3],3,0.0
Easier to enlist and drill.,"[6, 2, 6, 3, 5]",22,[4 1 2 1 1],9,0.0
Maud Gonne's letter about taking them off O'Connell street at night: disgrace to our Irish capital.,"[4, 5, 2, 6, 5, 6, 4, 3, 9, 6, 2, 5, 8, 2, 3, 5, 7]",82,[1 1 0 2 2 2 1 1 3 1 1 1 2 1 1 2 3],25,0.0
Griffith's paper is on the same tack now: an army rotten with venereal disease: overseas or halfseasover empire.,"[8, 2, 5, 2, 2, 3, 4, 4, 3, 2, 4, 6, 4, 8, 7, 8, 2, 12, 6]",92,[2 0 2 1 1 1 1 1 1 1 2 2 1 4 3 4 1 5 2],35,0.0
Half baked they look: hypnotised like.,"[4, 5, 4, 4, 10, 4]",31,[1 1 1 1 3 1],8,-0.166666666667
Eyes front.,"[4, 5]",9,[0 1],1,0.0
Mark time.,"[4, 4]",8,[1 1],2,0.0
Table: able.,"[5, 4]",9,[1 1],2,0.5
Bed: ed.,"[3, 2]",5,[0 1],1,0.0
The King's own.,"[3, 4, 2, 3]",12,[1 1 0 1],3,0.6
Never see him dressed up as a fireman or a bobby.,"[5, 3, 3, 7, 2, 2, 1, 7, 2, 1, 5]",38,[2 1 1 1 1 1 1 3 1 1 2],15,0.0
"A mason, yes.","[1, 5, 3]",9,[1 2 0],3,0.0
He strolled out of the postoffice and turned to the right.,"[2, 8, 3, 2, 3, 10, 3, 6, 2, 3, 5]",47,[1 1 1 1 1 3 1 1 1 1 1],13,0.285714285714
Talk: as if that would mend matters.,"[4, 2, 2, 4, 5, 4, 7]",28,[1 1 1 1 1 1 2],8,0.0
"His hand went into his pocket and a forefinger felt its way under the flap of the envelope, ripping it open in jerks.","[3, 4, 4, 4, 3, 6, 3, 1, 10, 4, 3, 3, 5, 3, 4, 2, 3, 8, 7, 2, 4, 2, 5]",93,[1 1 1 2 1 2 1 1 4 1 1 1 2 1 1 1 1 3 2 1 2 1 1],33,0.0
"Women will pay a lot of heed, I don't think.","[5, 4, 3, 1, 3, 2, 4, 1, 2, 3, 5]",33,[2 1 1 1 1 1 0 1 1 0 1],10,0.0
His fingers drew forth the letter the letter and crumpled the envelope in his pocket.,"[3, 7, 4, 5, 3, 6, 3, 6, 3, 8, 3, 8, 2, 3, 6]",70,[1 2 1 1 1 2 1 2 1 1 1 3 1 1 2],21,0.0
Something pinned on: photo perhaps.,"[9, 6, 2, 5, 7]",29,[3 1 1 2 2],9,0.0
Hair?,[4],4,[1],1,0.0
No.,[2],2,[1],1,0.0
M'Coy.,[5],5,[1],1,0.0
Get rid of him quickly.,"[3, 3, 2, 3, 7]",18,[1 1 1 1 2],6,0.333333333333
Take me out of my way.,"[4, 2, 3, 2, 2, 3]",16,[1 1 1 1 1 1],6,0.0
Hate company when you.,"[4, 7, 4, 3]",18,[1 3 1 1],6,-0.8
"--Hello, Bloom.","[5, 5]",10,[2 1],3,0.0
Where are you off to?,"[5, 3, 3, 3, 2]",16,[1 1 1 1 1],5,0.0
"--Hello, M'Coy.","[5, 5]",10,[2 1],3,0.0
Nowhere in particular.,"[7, 2, 10]",19,[2 1 4],7,0.166666666667
--How's the body?,"[3, 2, 3, 4]",12,[1 0 1 2],4,0.0
--Fine.,[4],4,[1],1,0.416666666667
How are you?,"[3, 3, 3]",9,[1 1 1],3,0.0
"--Just keeping alive, M'Coy said.","[4, 7, 5, 5, 4]",25,[1 2 2 1 1],7,0.1
His eyes on the black tie and clothes he asked with low respect:  --Is there any... no trouble I hope?,"[3, 4, 2, 3, 5, 3, 3, 7, 2, 5, 4, 3, 7, 2, 5, 3, 2, 7, 1, 4]",75,[1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1],21,-0.0222222222222
